Bathrooms,Bedrooms,Fireplaces Total,Lot Square Footage,Parking Covered Total,Square Footage,Square Footage Unfinished,Year Built,Age,Original Price,City,Selling Price
3.25,4,1,5120,2,3290,0,2018,3,1297900,5,1297900
3.25,4,2,5775,4,3315,0,2018,3,1389990,5,1384990
3.25,4,1,8868,2,2849,0,2018,3,1403900,5,1387250
3.25,4,1,6344,2,2849,0,2018,3,1389900,5,1417055
3.25,5,1,7200,2,3291,0,2019,2,1650000,1,1650000
3.25,5,1,7280,2,3272,0,2019,2,1750000,1,1660000
3.25,5,1,7400,2,3291,0,2019,2,1698000,1,1698000
3.25,4,0,1394,2,2112,0,2019,2,928800,5,928800
3.25,4,0,1394,2,2112,0,2019,2,949000,5,949000
3.25,4,0,1394,2,2112,0,2019,2,984900,5,950000
3.25,4,0,1394,2,2112,0,2019,2,975000,5,975000
3.25,4,1,6182,2,2849,0,2019,2,1390900,5,1350000
3.25,5,1,4994,2,3974,0,2019,2,1474990,5,1445000
3.25,5,1,5980,2,3184,0,2019,2,1448990,5,1448990
3.25,5,1,5241,2,3184,0,2019,2,1458990,5,1458990
3.5,4,2,7000,2,2878,0,1955,66,1150000,1,1141400
3.5,5,2,8400,2,2460,0,1964,57,910000,1,957000
3.5,5,1,7070,2,3470,0,1965,56,949950,1,812500
3.5,5,2,11792,2,3183,0,1965,56,1288000,5,1267000
3.5,5,2,10591,2,3126,0,1967,54,1000000,1,1030000
3.5,5,2,9147,2,3060,0,1967,54,1628000,1,1498000
3.5,4,2,9600,2,3090,0,1974,47,1325000,1,1282000
3.5,5,3,7875,2,3450,0,1974,47,1460000,5,1500000
3.5,5,1,17698,2,3670,0,1977,44,1450000,1,1350000
3.5,6,3,9100,2,4080,0,1978,43,1299000,1,1325000
3.5,5,1,8490,2,2950,0,1978,43,925000,1,796000
3.5,4,2,10050,3,4432,0,1979,42,1599995,1,1530000
3.5,5,2,13587,2,3490,3490,1979,42,1150000,1,1200000
3.5,5,2,9800,2,3760,100,1981,40,1375000,1,1453000
3.5,5,2,37061,3,4150,0,1982,39,1986888,1,1978888
3.5,4,2,12611,2,2900,0,1983,38,1100000,5,1100000
3.5,3,4,13639,3,3910,80,1984,37,2050000,1,1825000
3.5,4,2,14542,2,4290,0,1984,37,1938800,1,1825000
3.5,4,1,12714,2,2080,0,1984,37,995000,5,995000
3.5,3,7,39340,3,5581,0,1985,36,1650000,5,1650000
3.5,4,1,12360,2,3370,160,1986,35,949000,1,940000
3.5,5,1,6496,2,2500,0,1986,35,1148800,1,1115000
3.5,4,3,9593,2,3520,0,1987,34,1488000,1,1440000
3.5,5,1,9969,2,2720,0,1987,34,988000,5,988000
3.5,4,3,29424,3,4871,0,1987,34,1899000,5,1720000
3.5,5,2,28115,3,4497,0,1988,33,1880000,5,1858000
3.5,6,2,9625,3,3260,0,1989,32,885000,1,890000
3.5,5,2,10217,3,3030,0,1989,32,975000,1,975000
3.5,5,4,10663,3,3558,0,1989,32,1325000,1,1325000
3.5,4,2,36200,3,4410,0,1989,32,1700000,1,1625000
3.5,5,2,40453,3,4562,0,1989,32,1550000,5,1488888
3.5,6,2,75794,3,3460,320,1992,29,1895000,1,1772445
3.5,4,4,12482,3,4668,0,1994,27,1790000,1,1830000
3.5,4,3,16462,3,4100,0,1996,25,1549000,1,1200000
3.5,4,2,11520,3,3373,0,1996,25,1400000,1,1318000
3.5,4,3,12426,3,4410,0,1996,25,1988000,1,1960000
3.5,5,3,18944,3,3750,0,1997,24,1250000,1,1240000
3.5,6,1,10295,3,4108,0,1997,24,1100000,5,1100000
3.5,4,1,13122,2,3020,220,1997,24,1199000,5,1199000
3.5,5,2,9681,3,4650,0,1999,22,1599950,1,1545000
3.5,4,1,3460,2,2920,0,1999,22,1285000,1,1240000
3.5,4,2,14664,3,3040,0,1999,22,1198000,5,1250000
3.5,4,1,9520,3,2700,0,2000,21,1100000,1,1212000
3.5,4,3,32670,3,3830,0,2000,21,1449000,1,1412500
3.5,4,2,12408,3,4140,0,2003,18,1925000,1,2000000
3.5,5,1,9191,3,3049,0,2004,17,1275000,1,1200000
3.5,4,1,22362,4,4570,0,2004,17,1121000,5,1100000
3.5,4,2,8558,3,4204,282,2005,16,1475000,5,1450000
3.5,5,2,21702,3,4360,990,2006,15,1799950,1,1679000
3.5,5,3,6600,3,4240,0,2007,14,1195000,1,1175000
3.5,4,3,7832,3,3450,0,2007,14,1499000,1,1400000
3.5,4,2,5782,3,3090,660,2007,14,1539000,1,1525000
3.5,4,1,5110,3,3180,0,2008,13,1498000,5,1560000
3.5,5,1,6881,3,3970,0,2008,13,1499000,5,1428000
3.5,5,1,3355,2,3213,0,2010,11,1090000,1,1090000
3.5,4,1,3727,2,2500,0,2011,10,1000000,5,1000000
3.5,5,1,3840,2,2991,0,2013,8,1039000,5,975000
3.5,5,1,3810,2,2608,0,2013,8,1050000,5,980000
3.5,4,1,5032,2,2510,0,2013,8,1075000,5,1077000
3.5,5,1,7832,3,3690,0,2015,6,1575000,1,1525000
3.5,5,1,10900,2,3376,0,2015,6,1324900,5,1190000
3.5,4,1,6735,3,3300,0,2015,6,1295000,5,1295000
3.5,4,1,5793,2,3362,0,2016,5,1298888,5,1365000
3.5,4,1,8193,3,3590,0,2016,5,1489990,5,1500000
3.5,5,1,8458,3,3990,0,2016,5,1789000,5,1725000
3.5,4,1,18473,2,3128,0,2017,4,1428888,1,1428888
3.5,4,1,8787,2,4510,0,2017,4,1648000,5,1465000
3.5,5,1,7200,2,3670,0,2018,3,1729985,1,1700000
3.5,4,1,4410,2,3299,0,2018,3,1295950,5,1254950
3.5,5,1,5413,2,3413,0,2018,3,1309950,5,1294950
3.5,3,1,5230,2,3350,0,2018,3,1399900,5,1328000
3.5,4,1,5400,2,3154,0,2018,3,1339950,5,1339950
3.5,4,0,6424,2,4035,0,2018,3,1699000,5,1640000
3.5,4,1,6418,2,2792,0,2018,3,1119900,5,1100000
3.5,4,0,4300,2,3013,0,2018,3,1125000,5,1125000
3.5,4,2,4260,2,3408,0,2018,3,1248000,5,1129000
3.5,4,1,5079,2,3295,0,2018,3,1289900,5,1222888
3.5,4,1,4781,2,3295,0,2018,3,1317900,5,1267900
3.5,4,1,5119,2,3335,0,2018,3,1279900,5,1279900
3.5,4,1,6122,2,4165,0,2018,3,1474900,5,1334900
3.5,4,1,7318,3,3772,0,2018,3,1499990,5,1499990
3.5,5,2,6825,3,4053,0,2018,3,1529990,5,1542421
3.5,4,1,6977,3,3925,0,2019,2,1728990,1,1728990
3.5,4,1,5572,3,3517,0,2019,2,1664995,5,1657106
3.5,5,0,7224,3,3934,0,2019,2,1940995,5,1817795
3.5,4,1,5000,2,3241,0,2019,2,1289950,5,1289950
3.5,4,1,4914,2,3464,0,2019,2,1294950,5,1294950
3.5,4,1,4581,2,3497,0,2019,2,1299950,5,1299950
3.5,4,1,4913,2,3497,0,2019,2,1309950,5,1309950
3.5,5,1,4500,2,3264,0,2019,2,1309950,5,1309950
3.5,5,1,5172,2,3299,0,2019,2,1334950,5,1334950
3.5,4,1,6063,2,3154,0,2019,2,1334950,5,1334950
3.5,5,1,5853,2,3540,0,2019,2,1342950,5,1342950
3.5,4,1,4689,2,3498,0,2019,2,1345950,5,1345000
3.5,4,1,6189,2,3024,0,2019,2,1405900,5,1350000
3.5,4,1,6015,2,3660,0,2019,2,1608990,5,1608990
3.5,4,1,5565,2,3660,0,2019,2,1618990,5,1618990
3.5,4,1,6434,3,3925,0,2019,2,1824990,5,1824990
3.5,4,1,7232,3,3696,0,2020,1,1670995,5,1705863
3.75,6,1,12769,0,2353,0,1958,63,1275000,1,1275000
3.75,5,1,14469,2,2740,0,1958,63,849950,1,879000
3.75,7,1,8400,2,2726,0,1967,54,940000,1,975000
3.75,4,4,52878,4,5029,187,1971,50,1850000,1,1817500
3.75,3,1,2915,2,1690,0,1979,42,849950,1,860000
3.75,5,3,19994,3,4400,0,1979,42,1688000,1,1500000
3.75,4,3,35010,3,4500,0,1984,37,2250000,1,1760000
3.75,4,2,7916,3,3400,0,1988,33,1295000,5,1418000
3.75,5,3,11434,3,4735,0,1995,26,1798000,1,1725000
3.75,3,2,10820,3,3360,0,2003,18,1850000,1,1780000
3.75,4,2,7875,3,3520,0,2013,8,1988000,1,1835000
3.75,5,1,5014,2,3545,0,2013,8,1098000,5,1050000
3.75,6,1,8265,3,4380,0,2015,6,1499000,1,1400000
3.75,7,1,10334,3,4178,330,2018,3,1888000,1,1690000
3.75,4,1,5254,2,2788,0,2018,3,1099900,5,1100840
3.75,4,1,5253,2,3335,0,2018,3,1259900,5,1249900
3.75,4,1,7317,2,3335,0,2018,3,1244900,5,1291672
3.75,4,1,7407,2,4165,0,2018,3,1359900,5,1295000
3.75,4,1,6354,2,2849,0,2018,3,1384900,5,1329900
3.75,5,1,7098,3,4130,0,2018,3,1689880,5,1689880
3.75,5,1,12632,3,3610,0,2019,2,1895000,1,1895000
3.75,5,2,3750,2,3450,0,2019,2,1349950,5,1310000
3.75,5,1,4870,2,3400,0,2019,2,1378980,5,1365000
4,4,2,18673,2,3300,0,1965,56,1548000,1,1525000
4,4,0,10117,2,2540,0,1981,40,1350000,1,1350000
4,3,3,32360,3,4050,0,1989,32,1558000,1,1430000
4,5,3,7519,3,3420,400,1990,31,1350000,1,1350000
4,5,2,23224,3,5365,0,1998,23,1788000,1,1600000
4,6,2,14910,3,5430,0,1998,23,1650000,1,1610000
4,5,3,15191,3,5070,0,1999,22,2000000,1,1700000
4,4,2,21818,3,3510,0,2000,21,1600000,1,1550000
4,5,4,10501,4,4115,0,2001,20,1899000,1,1884000
4,4,4,6696,3,3813,0,2007,14,1668000,5,1658000
4,6,1,8359,3,4380,0,2015,6,1300000,1,1300000
4,6,1,5150,2,3819,0,2018,3,1298900,5,1275000
4,5,1,8404,3,3986,0,2018,3,1577900,5,1560000
4,5,1,7462,3,4133,0,2019,2,1758990,1,1758990
4,5,1,8881,3,4516,0,2019,2,1798990,1,1828990
4,5,1,9374,3,4150,0,2019,2,1999990,1,1930000
4,5,1,6094,2,3469,0,2019,2,1573990,5,1573990
4,5,1,5809,2,3469,0,2019,2,1578990,5,1578990
4,5,1,5793,3,3634,0,2019,2,1598990,5,1598990
4,5,1,6398,3,3605,0,2019,2,1598990,5,1598990
4,5,1,6644,3,3628,0,2019,2,1618990,5,1618990
4,5,1,6287,2,3806,0,2019,2,1678990,5,1618990
4,5,1,6528,3,3747,0,2019,2,1648990,5,1648990
4,5,1,7786,3,4157,0,2019,2,1898990,5,1898990
4,5,1,9752,3,4516,0,2019,2,1998990,5,1998990
4.25,5,2,9753,2,4216,0,1967,54,2148500,1,1950000
4.25,4,2,47916,3,3640,0,1971,50,1575000,1,1515000
4.25,7,3,12550,2,3286,0,1974,47,1100000,1,1040000
4.25,5,4,11505,3,5450,0,2000,21,1350000,1,1288000
4.25,6,2,9127,4,5758,0,2004,17,1599000,1,1600000
4.25,4,1,11842,3,3990,0,2008,13,1450000,5,1510000
4.25,5,1,11756,3,4112,0,2014,7,1849000,1,1675000
4.25,4,2,6436,3,4243,0,2014,7,1680000,5,1680000
4.25,5,1,13012,2,3970,0,2016,5,1558000,1,1558000
4.25,5,1,5236,2,4028,0,2017,4,1548000,5,1513000
4.25,5,1,14400,3,3828,0,2018,3,2150000,1,1850000
4.25,5,1,15850,3,3845,0,2018,3,1950000,1,1855000
4.25,5,1,11012,3,3833,0,2018,3,1950000,1,1900000
4.25,4,1,7729,2,3780,540,2018,3,1759000,5,1684912.92
4.25,4,1,8924,3,3844,0,2018,3,1999800,1,1920000
4.25,5,1,9838,3,4200,0,2019,2,2000000,1,2000000
4.25,5,1,8331,2,3739,0,2019,2,1900000,1,1900000
4.25,5,1,5900,2,3277,0,2019,2,1449900,5,1399900
4.25,5,1,6348,2,3641,0,2019,2,1599900,5,1520000
4.5,4,1,8036,3,3520,0,1955,66,1120000,1,1050000
4.5,6,3,8295,2,2940,0,1960,61,950000,1,930000
4.5,4,4,14000,2,5510,0,1960,61,2009000,1,1833000
4.5,4,2,20000,3,2730,0,1988,33,2095000,3,1628000
4.5,4,3,16779,3,4060,0,1995,26,1798000,1,1800000
4.5,5,2,17909,3,5217,325,1996,25,1688000,1,1688000
4.5,5,3,13910,3,5400,0,1996,25,2128000,1,1970000
4.5,4,3,13929,3,4677,0,1999,22,1998000,1,1970000
4.5,6,2,40811,3,4730,0,2000,21,1975000,1,1800000
4.5,5,3,37265,3,4816,0,2002,19,1700000,1,1650000
4.5,5,4,4637,2,3380,0,2008,13,1210000,5,1066000
4.5,6,1,12613,4,4263,0,2018,3,1498000,1,1425000
4.5,5,1,47134,4,4263,0,2018,3,1548000,1,1430000
4.5,5,1,13046,4,4263,0,2018,3,1548000,1,1458000
4.5,5,1,6111,2,3508,0,2018,3,1524990,5,1524990
4.5,6,1,6416,2,4542,0,2018,3,1949990,5,1760000
4.5,6,1,12064,2,4420,670,2019,2,1650000,1,1635000
4.5,4,0,1394,1,2632,0,2019,2,1024000,5,987000
4.5,5,1,6114,2,3508,0,2019,2,1524990,5,1524990
4.5,5,1,6009,2,3481,0,2019,2,1524990,5,1524990
4.5,5,1,6488,2,3904,0,2019,2,1899990,5,1799990
4.5,5,1,7007,3,3977,0,2019,2,1799990,5,1799990
4.5,5,1,7057,3,3984,0,2019,2,1839990,5,1839990
4.5,5,1,5496,2,4236,0,2019,2,1389000,5,1400000
4.75,5,2,5886,2,4413,0,2016,5,1634990,5,1550000
4.75,5,2,11988,3,4364,487,2018,3,2295000,1,2000000
4.75,5,2,5412,2,4604,0,2018,3,1799000,5,1750000
4.75,5,1,6949,2,3517,0,2018,3,1509900,5,1509900
4.75,6,1,6738,2,4210,0,2018,3,1599900,5,1554900
5,5,4,53325,2,3960,0,2000,21,1588000,1,1350000
5,6,1,7952,2,4604,0,2019,2,1824990,5,1824990
